症状	症状 しょうじょう symptoms; condition
級	級 きゅう class (e.g. school); grade; rank
穴	穴 あな hole; deficit; shortage; missing person (in a team, meeting, etc.); vacancy; opening; flaw; profitable place (or item, etc.) not well known by others; upset victory (with a large payoff); pit (of a theater); hiding place; underbelly (of society, etc.)
登山	登山 とざん mountain climbing
現金	現金 げんきん cash; ready money; money on hand; currency; mercenary; self-interested; calculating
当時	当時 とうじ at that time; in those days
感動	感動 かんどう being deeply moved emotionally; excitement; passion; deep emotion; impression
鉄道	鉄道 てつどう railroad; railway; rail transport
食物	食物 しょくもつ food; foodstuff
心配	心配 しんぱい worry; concern; anxiety; care; help; aid; assistance
プラス	プラス プラス plus; addition; positive number; gain; advantage; asset; positive feature; anode; plus terminal; positive pole; + shape
記憶	記憶 きおく memory; recollection; remembrance; storage
一時	一時 いちじ one o'clock; once; at one time; formerly; before; for a time; for a while; for the time being; for the present; for the moment; temporarily; a time; one time; once
計算	計算 けいさん calculation; reckoning; count; forecast
本当	本当 ほんとう truth; reality; actuality; fact; proper; right; correct; official; genuine; authentic; natural; veritable
夫婦	夫婦 ふうふ married couple; spouses; husband and wife; couple; pair; his and hers; pair of objects, one larger (for man), one smaller (for woman)
違反	違反 いはん violation; offense; offence; breach; transgression; infringement; contravention
回復	回復 かいふく restoration; rehabilitation; recovery; return; replevin; improvement; recovery (from an illness); recuperation; convalescence
劇場	劇場 げきじょう theatre; theater; playhouse
教師	教師 きょうし teacher (classroom)
袋	袋 ふくろ bag; sack; pouch; skin of an orange (and other like fruits); dead end; plot of land surrounded by water
歌手	歌手 かしゅ singer
価値	価値 かち value; worth; merit
油	油 あぶら oil
合格	合格 ごうかく success; passing (e.g. exam); eligibility
州	州 しゅう state; province; county; oblast; department (of ancient China); continent; dear
感覚	感覚 かんかく sense; sensation; feeling; intuition
監督	監督 かんとく supervision; control; superintendence; direction; director; superintendent; supervisor; coach; foreman; manager; overseer; controller; boss
昼食	昼食 ちゅうしょく lunch; midday meal; food served at a tea party (tea ceremony)
疑問	疑問 ぎもん question; problem; doubt; guess
笑顔	笑顔 えがお smiling face; smile
犯罪	犯罪 はんざい crime; offence; offense
出席	出席 しゅっせき attendance; presence; appearance; to attend; to be present; to appear
訓練	訓練 くんれん training; drill; practice; discipline
間違い	間違い まちがい mistake; error; blunder; accident; mishap; trouble; improper conduct (e.g. between man and woman); indiscretion
風景	風景 ふうけい scenery; scene; landscape; view; sight; scene (e.g. of a crime)
構成	構成 こうせい organization; organisation; configuration; composition
組合	組合 くみあい association; union; guild
維持	維持 いじ maintenance; preservation; improvement
母親	母親 ははおや mother
分野	分野 ぶんや field; sphere; realm; division; branch
例	例 れい custom; practice; habit; usual; said; aforementioned; instance; example; case; illustration; usage; precedent
問い	問い とい question; query
株	株 かぶ stock; share; stump; root; rootstock; strain (of bacteria, etc.); tradeable rank; goodwill; one's forte
通過	通過 つうか passage through (e.g. train skipping a station); transit; passing (e.g. exam, bill through parliament)
独特	独特 どくとく peculiarity; uniqueness; characteristic
要素	要素 ようそ component; factor; item (e.g. in list); element (e.g. in array); member (e.g. data structure)
制限	制限 せいげん restriction; restraint; limitation; limit
職業	職業 しょくぎょう occupation; business
地位	地位 ちい (social) position; status
印	印 しるし mark; sign; symbol; emblem; badge; crest; flag; evidence; proof; token (of gratitude, affection, etc.)
強力	強力 きょうりょく powerful; strong
瞬間	瞬間 しゅんかん moment; second; instant
結局	結局 けっきょく after all; eventually; in the end; conclusion; end; ending of a game of Go
呼吸	呼吸 こきゅう breathing; respiration; knack; trick; secret (of doing something); harmony; balance; synchronization; accord; short interval; short pause
仲間	仲間 なかま company; fellow; colleague; associate; comrade; mate; group; circle of friends; partner; member of the same category
明らか	明らか あきらか obvious; evident; clear; plain
首都	首都 しゅと capital city; metropolis
事実	事実 じじつ fact; truth; reality
一致	一致 いっち coincidence; agreement; union; match; conformity; consistency; cooperation
言語	言語 げんご language
資源	資源 しげん resources
依頼	依頼 いらい request; commission; dispatch; despatch; dependence; trust
現実	現実 げんじつ reality; actuality; hard fact
